"COD. IBGE";"UF";"NOME DA CIDADE"
3145000;"MG";"NOVA PONTE"
3145059;"MG";"NOVA PORTEIRINHA"
3145109;"MG";"NOVA RESENDE"
3145208;"MG";"NOVA SERRANA"
3136603;"MG";"NOVA UNIAO"
3145307;"MG";"NOVO CRUZEIRO"
3145356;"MG";"NOVO ORIENTE DE MINAS"
3145372;"MG";"NOVORIZONTE"
3145406;"MG";"OLARIA"
3145455;"MG";"OLHOS D AGUA"
3145505;"MG";"OLIMPIO NORONHA"
3145604;"MG";"OLIVEIRA"
3145703;"MG";"OLIVEIRA FORTES"
3145802;"MG";"ONCA DE PITANGUI"
3145851;"MG";"ORATORIOS"
3145877;"MG";"ORIZANIA"
3145901;"MG";"OURO BRANCO"
3146008;"MG";"OURO FINO"
3146107;"MG";"OURO PRETO"
3146206;"MG";"OURO VERDE DE MINAS"
3146255;"MG";"PADRE CARVALHO"
3146305;"MG";"PADRE PARAISO"
3146404;"MG";"PAINEIRAS"
3146503;"MG";"PAINS"
3146552;"MG";"PAI PEDRO"
3146602;"MG";"PAIVA"
3146701;"MG";"PALMA"
3146750;"MG";"PALMOPOLIS"
3146909;"MG";"PAPAGAIOS"
3147006;"MG";"PARACATU"
3147105;"MG";"PARA DE MINAS"
3147204;"MG";"PARAGUACU"
3147303;"MG";"PARAISOPOLIS"
3147402;"MG";"PARAOPEBA"
3147501;"MG";"PASSABEM"
3147600;"MG";"PASSA QUATRO"
3147709;"MG";"PASSA TEMPO"
3147808;"MG";"PASSA-VINTE"
3147907;"MG";"PASSOS"
3147956;"MG";"PATIS"
3148004;"MG";"PATOS DE MINAS"
3148103;"MG";"PATROCINIO"
3148202;"MG";"PATROCINIO DO MURIAE"
3148301;"MG";"PAULA CANDIDO"
3148400;"MG";"PAULISTAS"
3148509;"MG";"PAVAO"
3148608;"MG";"PECANHA"
3148707;"MG";"PEDRA AZUL"
3148756;"MG";"PEDRA BONITA"
3148806;"MG";"PEDRA DO ANTA"
3148905;"MG";"PEDRA DO INDAIA"
3149002;"MG";"PEDRA DOURADA"
3149101;"MG";"PEDRALVA"
3149150;"MG";"PEDRAS DE MARIA DA CRUZ"
3149200;"MG";"PEDRINOPOLIS"
3149309;"MG";"PEDRO LEOPOLDO"
3149408;"MG";"PEDRO TEIXEIRA"
3149507;"MG";"PEQUERI"
3149606;"MG";"PEQUI"
3149705;"MG";"PERDIGAO"
3149804;"MG";"PERDIZES"
3149903;"MG";"PERDOES"
3149952;"MG";"PERIQUITO"
3150000;"MG";"PESCADOR"
3150109;"MG";"PIAU"
3150158;"MG";"PIEDADE DE CARATINGA"
3150208;"MG";"PIEDADE DE PONTE NOVA"
3150307;"MG";"PIEDADE DO RIO GRANDE"
3150406;"MG";"PIEDADE DOS GERAIS"
3150505;"MG";"PIMENTA"
3150539;"MG";"PINGO-D AGUA"
3150570;"MG";"PINTOPOLIS"
3150604;"MG";"PIRACEMA"
3150703;"MG";"PIRAJUBA"
3150802;"MG";"PIRANGA"
3150901;"MG";"PIRANGUCU"
3151008;"MG";"PIRANGUINHO"
3151107;"MG";"PIRAPETINGA"
3151206;"MG";"PIRAPORA"
3151305;"MG";"PIRAUBA"
3151404;"MG";"PITANGUI"
3151503;"MG";"PIUMHI"
3151602;"MG";"PLANURA"
3151701;"MG";"POCO FUNDO"
3151800;"MG";"POCOS DE CALDAS"
3151909;"MG";"POCRANE"
3152006;"MG";"POMPEU"
3152105;"MG";"PONTE NOVA"
3152131;"MG";"PONTO CHIQUE"
3152170;"MG";"PONTO DOS VOLANTES"
3152204;"MG";"PORTEIRINHA"
3152303;"MG";"PORTO FIRME"
3152402;"MG";"POTE"
3152501;"MG";"POUSO ALEGRE"
3152600;"MG";"POUSO ALTO"
3152709;"MG";"PRADOS"
3152808;"MG";"PRATA"
3152907;"MG";"PRATAPOLIS"
3153004;"MG";"PRATINHA"
3153103;"MG";"PRESIDENTE BERNARDES"
3153202;"MG";"PRESIDENTE JUSCELINO"
3153301;"MG";"PRESIDENTE KUBITSCHEK"
3153400;"MG";"PRESIDENTE OLEGARIO"
3153608;"MG";"PRUDENTE DE MORAIS"
3153707;"MG";"QUARTEL GERAL"
3153806;"MG";"QUELUZITO"
3153905;"MG";"RAPOSOS"
3154002;"MG";"RAUL SOARES"
3154101;"MG";"RECREIO"
3154150;"MG";"REDUTO"
3154200;"MG";"RESENDE COSTA"
3154309;"MG";"RESPLENDOR"
3154408;"MG";"RESSAQUINHA"
3154457;"MG";"RIACHINHO"
3154507;"MG";"RIACHO DOS MACHADOS"
3154606;"MG";"RIBEIRAO DAS NEVES"
3154705;"MG";"RIBEIRAO VERMELHO"
3154804;"MG";"RIO ACIMA"
3154903;"MG";"RIO CASCA"
3155009;"MG";"RIO DOCE"
3155108;"MG";"RIO DO PRADO"
3155207;"MG";"RIO ESPERA"
3155306;"MG";"RIO MANSO"
3155405;"MG";"RIO NOVO"
3155504;"MG";"RIO PARANAIBA"
3155603;"MG";"RIO PARDO DE MINAS"
3155702;"MG";"RIO PIRACICABA"
3155801;"MG";"RIO POMBA"
3155900;"MG";"RIO PRETO"
3156007;"MG";"RIO VERMELHO"
3156106;"MG";"RITAPOLIS"
3156205;"MG";"ROCHEDO DE MINAS"
3156304;"MG";"RODEIRO"
3156403;"MG";"ROMARIA"
3156452;"MG";"ROSARIO DA LIMEIRA"
3156502;"MG";"RUBELITA"
3156601;"MG";"RUBIM"
3156700;"MG";"SABARA"
3156809;"MG";"SABINOPOLIS"
3156908;"MG";"SACRAMENTO"
3157005;"MG";"SALINAS"
3157104;"MG";"SALTO DA DIVISA"
3157203;"MG";"SANTA BARBARA"
3157252;"MG";"SANTA BARBARA DO LESTE"
3157278;"MG";"SANTA BARBARA DO MONTE VERDE"
3157302;"MG";"SANTA BARBARA DO TUGURIO"
3157336;"MG";"SANTA CRUZ DE MINAS"
3157377;"MG";"SANTA CRUZ DE SALINAS"
3157401;"MG";"SANTA CRUZ DO ESCALVADO"
3157500;"MG";"SANTA EFIGENIA DE MINAS"
3157609;"MG";"SANTA FE DE MINAS"
3157658;"MG";"SANTA HELENA DE MINAS"
3157708;"MG";"SANTA JULIANA"
3157807;"MG";"SANTA LUZIA"
3157906;"MG";"SANTA MARGARIDA"
3158003;"MG";"SANTA MARIA DE ITABIRA"
3158102;"MG";"SANTA MARIA DO SALTO"
3158201;"MG";"SANTA MARIA DO SUACUI"
3158300;"MG";"SANTANA DA VARGEM"
3158409;"MG";"SANTANA DE CATAGUASES"
3158508;"MG";"SANTANA DE PIRAPAMA"
3158607;"MG";"SANTANA DO DESERTO"
3158706;"MG";"SANTANA DO GARAMBEU"
3158805;"MG";"SANTANA DO JACARE"
3158904;"MG";"SANTANA DO MANHUACU"
3158953;"MG";"SANTANA DO PARAISO"
3159001;"MG";"SANTANA DO RIACHO"
3159100;"MG";"SANTANA DOS MONTES"
3159209;"MG";"SANTA RITA DE CALDAS"
3159308;"MG";"SANTA RITA DE JACUTINGA"
3159357;"MG";"SANTA RITA DE MINAS"
3159407;"MG";"SANTA RITA DO IBITIPOCA"
3159506;"MG";"SANTA RITA DO ITUETO"
3159605;"MG";"SANTA RITA DO SAPUCAI"
3159704;"MG";"SANTA ROSA DA SERRA"
3159803;"MG";"SANTA VITORIA"
3159902;"MG";"SANTO ANTONIO DO AMPARO"
3160009;"MG";"SANTO ANTONIO DO AVENTUREIRO"
3160108;"MG";"SANTO ANTONIO DO GRAMA"
3160207;"MG";"SANTO ANTONIO DO ITAMBE"
3160306;"MG";"SANTO ANTONIO DO JACINTO"
3160405;"MG";"SANTO ANTONIO DO MONTE"
3160454;"MG";"SANTO ANTONIO DO RETIRO"
3160504;"MG";"SANTO ANTONIO DO RIO ABAIXO"
3160603;"MG";"SANTO HIPOLITO"
3160702;"MG";"SANTOS DUMONT"
3160801;"MG";"SAO BENTO ABADE"
3160900;"MG";"SAO BRAS DO SUACUI"
3160959;"MG";"SAO DOMINGOS DAS DORES"
3161007;"MG";"SAO DOMINGOS DO PRATA"
3161056;"MG";"SAO FELIX DE MINAS"
3161106;"MG";"SAO FRANCISCO"
3161205;"MG";"SAO FRANCISCO DE PAULA"
3161304;"MG";"SAO FRANCISCO DE SALES"
3161403;"MG";"SAO FRANCISCO DO GLORIA"
3161502;"MG";"SAO GERALDO"
3161601;"MG";"SAO GERALDO DA PIEDADE"
3161650;"MG";"SAO GERALDO DO BAIXIO"
3161700;"MG";"SAO GONCALO DO ABAETE"
3161809;"MG";"SAO GONCALO DO PARA"
3161908;"MG";"SAO GONCALO DO RIO ABAIXO"
3162005;"MG";"SAO GONCALO DO SAPUCAI"
3125507;"MG";"SAO GONCALO DO RIO PRETO"
3162104;"MG";"SAO GOTARDO"
3162203;"MG";"SAO JOAO BATISTA DO GLORIA"
3162252;"MG";"SAO JOAO DA LAGOA"
3162302;"MG";"SAO JOAO DA MATA"
3162401;"MG";"SAO JOAO DA PONTE"
3162450;"MG";"SAO JOAO DAS MISSOES"
3162500;"MG";"SAO JOAO DEL REI"
3162559;"MG";"SAO JOAO DO MANHUACU"
3162575;"MG";"SAO JOAO DO MANTENINHA"
3162609;"MG";"SAO JOAO DO ORIENTE"
3162658;"MG";"SAO JOAO DO PACUI"
3162708;"MG";"SAO JOAO DO PARAISO"
3162807;"MG";"SAO JOAO EVANGELISTA"
3162906;"MG";"SAO JOAO NEPOMUCENO"
3162922;"MG";"SAO JOAQUIM DE BICAS"
3162948;"MG";"SAO JOSE DA BARRA"
3162955;"MG";"SAO JOSE DA LAPA"
3163003;"MG";"SAO JOSE DA SAFIRA"
3163102;"MG";"SAO JOSE DA VARGINHA"
3163201;"MG";"SAO JOSE DO ALEGRE"
3163300;"MG";"SAO JOSE DO DIVINO"
3163409;"MG";"SAO JOSE DO GOIABAL"
3163508;"MG";"SAO JOSE DO JACURI"
3163607;"MG";"SAO JOSE DO MANTIMENTO"
3163706;"MG";"SAO LOURENCO"
3163805;"MG";"SAO MIGUEL DO ANTA"
3163904;"MG";"SAO PEDRO DA UNIAO"
3164001;"MG";"SAO PEDRO DOS FERROS"
3164100;"MG";"SAO PEDRO DO SUACUI"
3164209;"MG";"SAO ROMAO"
3164308;"MG";"SAO ROQUE DE MINAS"
3164407;"MG";"SAO SEBASTIAO DA BELA VISTA"
3164431;"MG";"SAO SEBASTIAO DA VARGEM ALEGRE"
3164472;"MG";"SAO SEBASTIAO DO ANTA"
3164506;"MG";"SAO SEBASTIAO DO MARANHAO"
3164605;"MG";"SAO SEBASTIAO DO OESTE"
3164704;"MG";"SAO SEBASTIAO DO PARAISO"
3164803;"MG";"SAO SEBASTIAO DO RIO PRETO"
3164902;"MG";"SAO SEBASTIAO DO RIO VERDE"
3165206;"MG";"SAO THOME DAS LETRAS"
3165008;"MG";"SAO TIAGO"
3165107;"MG";"SAO TOMAS DE AQUINO"
3165305;"MG";"SAO VICENTE DE MINAS"
3165404;"MG";"SAPUCAI-MIRIM"
3165503;"MG";"SARDOA"
3165537;"MG";"SARZEDO"
3165552;"MG";"SETUBINHA"
3165560;"MG";"SEM-PEIXE"
3165578;"MG";"SENADOR AMARAL"
3165602;"MG";"SENADOR CORTES"
3165701;"MG";"SENADOR FIRMINO"
3165800;"MG";"SENADOR JOSE BENTO"
3165909;"MG";"SENADOR MODESTINO GONCALVES"
3166006;"MG";"SENHORA DE OLIVEIRA"
3166105;"MG";"SENHORA DO PORTO"
3166204;"MG";"SENHORA DOS REMEDIOS"
3166303;"MG";"SERICITA"
3166402;"MG";"SERITINGA"
3166501;"MG";"SERRA AZUL DE MINAS"
3166600;"MG";"SERRA DA SAUDADE"
3166709;"MG";"SERRA DOS AIMORES"
3166808;"MG";"SERRA DO SALITRE"
3166907;"MG";"SERRANIA"
3166956;"MG";"SERRANOPOLIS DE MINAS"
3167004;"MG";"SERRANOS"
3167103;"MG";"SERRO"
3167202;"MG";"SETE LAGOAS"
3167301;"MG";"SILVEIRANIA"
3167400;"MG";"SILVIANOPOLIS"
3167509;"MG";"SIMAO PEREIRA"
3167608;"MG";"SIMONESIA"
3167707;"MG";"SOBRALIA"
3167806;"MG";"SOLEDADE DE MINAS"
3167905;"MG";"TABULEIRO"
3168002;"MG";"TAIOBEIRAS"
3168051;"MG";"TAPARUBA"
3168101;"MG";"TAPIRA"
3168200;"MG";"TAPIRAI"
3168309;"MG";"TAQUARACU DE MINAS"
3168408;"MG";"TARUMIRIM"
3168507;"MG";"TEIXEIRAS"
3168606;"MG";"TEOFILO OTONI"
3168705;"MG";"TIMOTEO"
3168804;"MG";"TIRADENTES"
3168903;"MG";"TIROS"
3169000;"MG";"TOCANTINS"
3169059;"MG";"TOCOS DO MOJI"
3169109;"MG";"TOLEDO"
3169208;"MG";"TOMBOS"
3169307;"MG";"TRES CORACOES"
3169356;"MG";"TRES MARIAS"
3169406;"MG";"TRES PONTAS"
3169505;"MG";"TUMIRITINGA"
3169604;"MG";"TUPACIGUARA"
3169703;"MG";"TURMALINA"
3169802;"MG";"TURVOLANDIA"
3169901;"MG";"UBA"
3170008;"MG";"UBAI"
3170057;"MG";"UBAPORANGA"
3170107;"MG";"UBERABA"
3170206;"MG";"UBERLANDIA"
3170305;"MG";"UMBURATIBA"
3170404;"MG";"UNAI"
3170438;"MG";"UNIAO DE MINAS"
3170479;"MG";"URUANA DE MINAS"
3170503;"MG";"URUCANIA"
3170529;"MG";"URUCUIA"
3170578;"MG";"VARGEM ALEGRE"
3170602;"MG";"VARGEM BONITA"
3170651;"MG";"VARGEM GRANDE DO RIO PARDO"
3170701;"MG";"VARGINHA"
3170750;"MG";"VARJAO DE MINAS"
3170800;"MG";"VARZEA DA PALMA"
3170909;"MG";"VARZELANDIA"
3171006;"MG";"VAZANTE"
3171030;"MG";"VERDELANDIA"
3171071;"MG";"VEREDINHA"
3171105;"MG";"VERISSIMO"
3171154;"MG";"VERMELHO NOVO"
3171204;"MG";"VESPASIANO"
3171303;"MG";"VICOSA"
3171402;"MG";"VIEIRAS"
3171600;"MG";"VIRGEM DA LAPA"
3171709;"MG";"VIRGINIA"
3171808;"MG";"VIRGINOPOLIS"
3171907;"MG";"VIRGOLANDIA"
3172004;"MG";"VISCONDE DO RIO BRANCO"
3172103;"MG";"VOLTA GRANDE"
3172202;"MG";"WENCESLAU BRAZ"
1500107;"PA";"ABAETETUBA"
1500131;"PA";"ABEL FIGUEIREDO"
1500206;"PA";"ACARA"
1500305;"PA";"AFUA"
1500347;"PA";"AGUA AZUL DO NORTE"
1500404;"PA";"ALENQUER"
1500503;"PA";"ALMEIRIM"
1500602;"PA";"ALTAMIRA"
1500701;"PA";"ANAJAS"
1500800;"PA";"ANANINDEUA"
1500859;"PA";"ANAPU"
1500909;"PA";"AUGUSTO CORREA"
1500958;"PA";"AURORA DO PARA"
1501006;"PA";"AVEIRO"
1501105;"PA";"BAGRE"
1501204;"PA";"BAIAO"
1501253;"PA";"BANNACH"
1501303;"PA";"BARCARENA"
1501402;"PA";"BELEM"
1501451;"PA";"BELTERRA"
1501501;"PA";"BENEVIDES"
1501576;"PA";"BOM JESUS DO TOCANTINS"
1501600;"PA";"BONITO"
1501709;"PA";"BRAGANCA"
1501725;"PA";"BRASIL NOVO"
1501758;"PA";"BREJO GRANDE DO ARAGUAIA"
1501782;"PA";"BREU BRANCO"
1501808;"PA";"BREVES"
1501907;"PA";"BUJARU"
1502004;"PA";"CACHOEIRA DO ARARI"
1501956;"PA";"CACHOEIRA DO PIRIA"
1502103;"PA";"CAMETA"
1502152;"PA";"CANAA DOS CARAJAS"
1502202;"PA";"CAPANEMA"
1502301;"PA";"CAPITAO POCO"
1502400;"PA";"CASTANHAL"
1502509;"PA";"CHAVES"
1502608;"PA";"COLARES"
1502707;"PA";"CONCEICAO DO ARAGUAIA"
1502756;"PA";"CONCORDIA DO PARA"
1502764;"PA";"CUMARU DO NORTE"
1502772;"PA";"CURIONOPOLIS"
1502806;"PA";"CURRALINHO"
1502855;"PA";"CURUA"
1502905;"PA";"CURUCA"
1502939;"PA";"DOM ELISEU"
1502954;"PA";"ELDORADO DOS CARAJAS"
1503002;"PA";"FARO"
1503044;"PA";"FLORESTA DO ARAGUAIA"
1503077;"PA";"GARRAFAO DO NORTE"
1503093;"PA";"GOIANESIA DO PARA"
1503101;"PA";"GURUPA"
1503200;"PA";"IGARAPE-ACU"
1503309;"PA";"IGARAPE-MIRI"
1503408;"PA";"INHANGAPI"
1503457;"PA";"IPIXUNA DO PARA"
1503507;"PA";"IRITUIA"
1503606;"PA";"ITAITUBA"
1503705;"PA";"ITUPIRANGA"
1503754;"PA";"JACAREACANGA"
1503804;"PA";"JACUNDA"
1503903;"PA";"JURUTI"
1504000;"PA";"LIMOEIRO DO AJURU"
1504059;"PA";"MAE DO RIO"
1504109;"PA";"MAGALHAES BARATA"
1504208;"PA";"MARABA"
1504307;"PA";"MARACANA"
1504406;"PA";"MARAPANIM"
1504422;"PA";"MARITUBA"
1504455;"PA";"MEDICILANDIA"
1504505;"PA";"MELGACO"
1504604;"PA";"MOCAJUBA"
1504703;"PA";"MOJU"
1504802;"PA";"MONTE ALEGRE"
1504901;"PA";"MUANA"
1504950;"PA";"NOVA ESPERANCA DO PIRIA"
1504976;"PA";"NOVA IPIXUNA"
1505007;"PA";"NOVA TIMBOTEUA"
1505031;"PA";"NOVO PROGRESSO"
1505064;"PA";"NOVO REPARTIMENTO"
1505106;"PA";"OBIDOS"
1505205;"PA";"OEIRAS DO PARA"
1505304;"PA";"ORIXIMINA"
1505403;"PA";"OUREM"
1505437;"PA";"OURILANDIA DO NORTE"
1505486;"PA";"PACAJA"
1505494;"PA";"PALESTINA DO PARA"
1505502;"PA";"PARAGOMINAS"
1505536;"PA";"PARAUAPEBAS"
1505551;"PA";"PAU D ARCO"
1505601;"PA";"PEIXE-BOI"
1505635;"PA";"PICARRA"
1505650;"PA";"PLACAS"
1505700;"PA";"PONTA DE PEDRAS"
1505809;"PA";"PORTEL"
1505908;"PA";"PORTO DE MOZ"
1506005;"PA";"PRAINHA"
1506104;"PA";"PRIMAVERA"
1506112;"PA";"QUATIPURU"
1506138;"PA";"REDENCAO"
1506161;"PA";"RIO MARIA"
1506187;"PA";"RONDON DO PARA"
1506195;"PA";"RUROPOLIS"
1506203;"PA";"SALINOPOLIS"
1506302;"PA";"SALVATERRA"
1506351;"PA";"SANTA BARBARA DO PARA"
1506401;"PA";"SANTA CRUZ DO ARARI"
1506500;"PA";"SANTA ISABEL DO PARA"
1506559;"PA";"SANTA LUZIA DO PARA"
1506583;"PA";"SANTA MARIA DAS BARREIRAS"
1506609;"PA";"SANTA MARIA DO PARA"
1506708;"PA";"SANTANA DO ARAGUAIA"
1506807;"PA";"SANTAREM"
1506906;"PA";"SANTAREM NOVO"
1507003;"PA";"SANTO ANTONIO DO TAUA"
1507102;"PA";"SAO CAETANO DE ODIVELAS"
1507151;"PA";"SAO DOMINGOS DO ARAGUAIA"
1507201;"PA";"SAO DOMINGOS DO CAPIM"
1507300;"PA";"SAO FELIX DO XINGU"
1507409;"PA";"SAO FRANCISCO DO PARA"
1507458;"PA";"SAO GERALDO DO ARAGUAIA"
1507466;"PA";"SAO JOAO DA PONTA"
1507474;"PA";"SAO JOAO DE PIRABAS"
1507508;"PA";"SAO JOAO DO ARAGUAIA"
1507607;"PA";"SAO MIGUEL DO GUAMA"
1507706;"PA";"SAO SEBASTIAO DA BOA VISTA"
1507755;"PA";"SAPUCAIA"
1507805;"PA";"SENADOR JOSE PORFIRIO"
1507904;"PA";"SOURE"
1507953;"PA";"TAILANDIA"
1507961;"PA";"TERRA ALTA"
1507979;"PA";"TERRA SANTA"
1508001;"PA";"TOME-ACU"
1508035;"PA";"TRACUATEUA"
1508050;"PA";"TRAIRAO"
1508084;"PA";"TUCUMA"
1508100;"PA";"TUCURUI"
1508126;"PA";"ULIANOPOLIS"
1508159;"PA";"URUARA"
1508209;"PA";"VIGIA"
1508308;"PA";"VISEU"
1508357;"PA";"VITORIA DO XINGU"
1508407;"PA";"XINGUARA"
4100103;"PR";"ABATIA"
4100202;"PR";"ADRIANOPOLIS"
4100301;"PR";"AGUDOS DO SUL"
4100400;"PR";"ALMIRANTE TAMANDARE"
4100459;"PR";"ALTAMIRA DO PARANA"
4100509;"PR";"ALTONIA"
4128625;"PR";"ALTO PARAISO"
4100608;"PR";"ALTO PARANA"
4100707;"PR";"ALTO PIQUIRI"
4100806;"PR";"ALVORADA DO SUL"
4100905;"PR";"AMAPORA"
4101002;"PR";"AMPERE"
4101051;"PR";"ANAHY"
4101101;"PR";"ANDIRA"
4101150;"PR";"ANGULO"
4101200;"PR";"ANTONINA"
4101309;"PR";"ANTONIO OLINTO"
4101408;"PR";"APUCARANA"
4101507;"PR";"ARAPONGAS"
4101606;"PR";"ARAPOTI"
4101655;"PR";"ARAPUA"
4101705;"PR";"ARARUNA"
4101804;"PR";"ARAUCARIA"
4101853;"PR";"ARIRANHA DO IVAI"
4101903;"PR";"ASSAI"
4102000;"PR";"ASSIS CHATEAUBRIAND"
4102109;"PR";"ASTORGA"
4102208;"PR";"ATALAIA"
4102307;"PR";"BALSA NOVA"
4102406;"PR";"BANDEIRANTES"
4102505;"PR";"BARBOSA FERRAZ"
4102604;"PR";"BARRACAO"
4102703;"PR";"BARRA DO JACARE"
4102752;"PR";"BELA VISTA DA CAROBA"
4102802;"PR";"BELA VISTA DO PARAISO"
4102901;"PR";"BITURUNA"
4103008;"PR";"BOA ESPERANCA"
4103024;"PR";"BOA ESPERANCA DO IGUACU"
4103040;"PR";"BOA VENTURA DE SAO ROQUE"
4103057;"PR";"BOA VISTA DA APARECIDA"
4103107;"PR";"BOCAIUVA DO SUL"
4103156;"PR";"BOM JESUS DO SUL"
4103206;"PR";"BOM SUCESSO"
4103222;"PR";"BOM SUCESSO DO SUL"
4103305;"PR";"BORRAZOPOLIS"
4103354;"PR";"BRAGANEY"
4103370;"PR";"BRASILANDIA DO SUL"
4103404;"PR";"CAFEARA"
4103453;"PR";"CAFELANDIA"
4103479;"PR";"CAFEZAL DO SUL"
4103503;"PR";"CALIFORNIA"
4103602;"PR";"CAMBARA"
4103701;"PR";"CAMBE"
4103800;"PR";"CAMBIRA"
4103909;"PR";"CAMPINA DA LAGOA"
4103958;"PR";"CAMPINA DO SIMAO"
4104006;"PR";"CAMPINA GRANDE DO SUL"
4104055;"PR";"CAMPO BONITO"
4104105;"PR";"CAMPO DO TENENTE"
4104204;"PR";"CAMPO LARGO"
4104253;"PR";"CAMPO MAGRO"
4104303;"PR";"CAMPO MOURAO"
4104402;"PR";"CANDIDO DE ABREU"
4104428;"PR";"CANDOI"
4104451;"PR";"CANTAGALO"
4104501;"PR";"CAPANEMA"
4104600;"PR";"CAPITAO LEONIDAS MARQUES"
4104659;"PR";"CARAMBEI"
4104709;"PR";"CARLOPOLIS"
4104808;"PR";"CASCAVEL"
4104907;"PR";"CASTRO"
4105003;"PR";"CATANDUVAS"
4105102;"PR";"CENTENARIO DO SUL"
4105201;"PR";"CERRO AZUL"
4105300;"PR";"CEU AZUL"
4105409;"PR";"CHOPINZINHO"
4105508;"PR";"CIANORTE"
4105607;"PR";"CIDADE GAUCHA"
4105706;"PR";"CLEVELANDIA"
4105805;"PR";"COLOMBO"
4105904;"PR";"COLORADO"
4106001;"PR";"CONGONHINHAS"
4106100;"PR";"CONSELHEIRO MAIRINCK"
4106209;"PR";"CONTENDA"
4106308;"PR";"CORBELIA"
4106407;"PR";"CORNELIO PROCOPIO"
4106456;"PR";"CORONEL DOMINGOS SOARES"
4106506;"PR";"CORONEL VIVIDA"
4106555;"PR";"CORUMBATAI DO SUL"
4106571;"PR";"CRUZEIRO DO IGUACU"
4106605;"PR";"CRUZEIRO DO OESTE"
4106704;"PR";"CRUZEIRO DO SUL"
4106803;"PR";"CRUZ MACHADO"
4106852;"PR";"CRUZMALTINA"
4106902;"PR";"CURITIBA"
4107009;"PR";"CURIUVA"
4107124;"PR";"DIAMANTE DO SUL"
4107108;"PR";"DIAMANTE DO NORTE"
4107157;"PR";"DIAMANTE D OESTE"
4107207;"PR";"DOIS VIZINHOS"
4107256;"PR";"DOURADINA"
4107306;"PR";"DOUTOR CAMARGO"
4107405;"PR";"ENEAS MARQUES"
4107504;"PR";"ENGENHEIRO BELTRAO"
4107538;"PR";"ENTRE RIOS DO OESTE"
4107520;"PR";"ESPERANCA NOVA"
4107546;"PR";"ESPIGAO ALTO DO IGUACU"
4107553;"PR";"FAROL"
4107603;"PR";"FAXINAL"
4107652;"PR";"FAZENDA RIO GRANDE"
4107702;"PR";"FENIX"
4107736;"PR";"FERNANDES PINHEIRO"
4107751;"PR";"FIGUEIRA"
4107801;"PR";"FLORAI"
4107850;"PR";"FLOR DA SERRA DO SUL"
4107900;"PR";"FLORESTA"
4108007;"PR";"FLORESTOPOLIS"
4108106;"PR";"FLORIDA"
4108205;"PR";"FORMOSA DO OESTE"
4108304;"PR";"FOZ DO IGUACU"
4108320;"PR";"FRANCISCO ALVES"
4108403;"PR";"FRANCISCO BELTRAO"
4108452;"PR";"FOZ DO JORDAO"
4108502;"PR";"GENERAL CARNEIRO"
4108551;"PR";"GODOY MOREIRA"
4108601;"PR";"GOIOERE"
4108650;"PR";"GOIOXIM"
4108700;"PR";"GRANDES RIOS"
4108809;"PR";"GUAIRA"
4108908;"PR";"GUAIRACA"
4108957;"PR";"GUAMIRANGA"
4109005;"PR";"GUAPIRAMA"
4109104;"PR";"GUAPOREMA"
4109203;"PR";"GUARACI"
4109302;"PR";"GUARANIACU"
4109401;"PR";"GUARAPUAVA"
4109500;"PR";"GUARAQUECABA"
4109609;"PR";"GUARATUBA"
4109658;"PR";"HONORIO SERPA"
4109708;"PR";"IBAITI"
4109757;"PR";"IBEMA"
4109807;"PR";"IBIPORA"
4109906;"PR";"ICARAIMA"
4110003;"PR";"IGUARACU"
4110052;"PR";"IGUATU"
4110078;"PR";"IMBAU"
4110102;"PR";"IMBITUVA"
4110201;"PR";"INACIO MARTINS"
4110300;"PR";"INAJA"
4110409;"PR";"INDIANOPOLIS"
4110508;"PR";"IPIRANGA"
4110607;"PR";"IPORA"
4110656;"PR";"IRACEMA DO OESTE"
4110706;"PR";"IRATI"
4110805;"PR";"IRETAMA"
4110904;"PR";"ITAGUAJE"
4110953;"PR";"ITAIPULANDIA"
4111001;"PR";"ITAMBARACA"
4111100;"PR";"ITAMBE"
4111209;"PR";"ITAPEJARA D OESTE"
4111258;"PR";"ITAPERUCU"
4111308;"PR";"ITAUNA DO SUL"
4111407;"PR";"IVAI"
4111506;"PR";"IVAIPORA"
4111555;"PR";"IVATE"
4111605;"PR";"IVATUBA"
4111704;"PR";"JABOTI"
4111803;"PR";"JACAREZINHO"
4111902;"PR";"JAGUAPITA"
4112009;"PR";"JAGUARIAIVA"
4112108;"PR";"JANDAIA DO SUL"
4112207;"PR";"JANIOPOLIS"
4112306;"PR";"JAPIRA"
4112405;"PR";"JAPURA"
4112504;"PR";"JARDIM ALEGRE"
4112603;"PR";"JARDIM OLINDA"
4112702;"PR";"JATAIZINHO"
4112751;"PR";"JESUITAS"
4112801;"PR";"JOAQUIM TAVORA"
4112900;"PR";"JUNDIAI DO SUL"
4112959;"PR";"JURANDA"
4113007;"PR";"JUSSARA"
4113106;"PR";"KALORE"
4113205;"PR";"LAPA"
4113254;"PR";"LARANJAL"
4113304;"PR";"LARANJEIRAS DO SUL"
4113403;"PR";"LEOPOLIS"
4113429;"PR";"LIDIANOPOLIS"
4113452;"PR";"LINDOESTE"
4113502;"PR";"LOANDA"
4113601;"PR";"LOBATO"
4113700;"PR";"LONDRINA"
4113734;"PR";"LUIZIANA"
4113759;"PR";"LUNARDELLI"
4113809;"PR";"LUPIONOPOLIS"
4113908;"PR";"MALLET"
